start,end,length
2022-12-23 13:00:00,2022-12-23 13:00:00,1
2022-12-24 01:00:00,2022-12-24 05:00:00,5
2022-12-24 07:00:00,2022-12-24 08:00:00,2
2022-12-24 13:00:00,2022-12-24 13:00:00,1
2022-12-25 01:00:00,2022-12-25 05:00:00,5
2022-12-25 07:00:00,2022-12-25 08:00:00,2
2022-12-25 13:00:00,2022-12-25 13:00:00,1
2022-12-26 01:00:00,2022-12-26 05:00:00,5
2022-12-26 07:00:00,2022-12-26 08:00:00,2
2022-12-26 13:00:00,2022-12-26 13:00:00,1
2022-12-27 01:00:00,2022-12-27 05:00:00,5
2022-12-27 07:00:00,2022-12-27 08:00:00,2
2022-12-27 13:00:00,2022-12-27 13:00:00,1
2022-12-28 01:00:00,2022-12-28 01:00:00,1
2022-12-28 03:00:00,2022-12-28 05:00:00,3
2022-12-28 07:00:00,2022-12-28 08:00:00,2
2022-12-28 13:00:00,2022-12-28 13:00:00,1
2022-12-29 01:00:00,2022-12-29 01:00:00,1
2022-12-29 03:00:00,2022-12-29 05:00:00,3
2022-12-29 07:00:00,2022-12-29 08:00:00,2
2022-12-29 13:00:00,2022-12-29 13:00:00,1
2022-12-30 01:00:00,2022-12-30 01:00:00,1
2022-12-30 03:00:00,2022-12-30 03:00:00,1
2022-12-30 05:00:00,2022-12-30 05:00:00,1
2022-12-30 07:00:00,2022-12-30 08:00:00,2
2022-12-30 13:00:00,2022-12-30 13:00:00,1
2022-12-31 01:00:00,2022-12-31 01:00:00,1
2022-12-31 03:00:00,2022-12-31 03:00:00,1
2022-12-31 05:00:00,2022-12-31 05:00:00,1
2022-12-31 07:00:00,2022-12-31 08:00:00,2
2022-12-31 13:00:00,2022-12-31 13:00:00,1
2023-01-01 01:00:00,2023-01-01 01:00:00,1
2023-01-01 03:00:00,2023-01-01 03:00:00,1
2023-01-01 05:00:00,2023-01-01 05:00:00,1
2023-01-01 07:00:00,2023-01-01 08:00:00,2
2023-01-01 13:00:00,2023-01-01 13:00:00,1
2023-01-02 00:00:00,2023-01-02 11:00:00,12
2023-01-03 04:00:00,2023-01-03 04:00:00,1
2023-01-03 06:00:00,2023-01-03 06:00:00,1
2023-01-05 09:00:00,2023-01-05 09:00:00,1
2023-01-10 21:00:00,2023-01-10 21:00:00,1
2023-01-11 08:00:00,2023-01-11 08:00:00,1
2023-01-13 00:00:00,2023-01-13 01:00:00,2
2023-01-13 03:00:00,2023-01-13 03:00:00,1
2023-01-13 07:00:00,2023-01-13 10:00:00,4
2023-01-14 00:00:00,2023-01-14 01:00:00,2
2023-01-14 03:00:00,2023-01-14 03:00:00,1
2023-01-14 07:00:00,2023-01-14 10:00:00,4
2023-01-15 00:00:00,2023-01-15 01:00:00,2
2023-01-15 03:00:00,2023-01-15 03:00:00,1
2023-01-15 07:00:00,2023-01-15 10:00:00,4
2023-01-16 00:00:00,2023-01-16 01:00:00,2
2023-01-16 03:00:00,2023-01-16 03:00:00,1
2023-01-16 07:00:00,2023-01-16 10:00:00,4
2023-01-17 00:00:00,2023-01-17 01:00:00,2
2023-01-17 03:00:00,2023-01-17 03:00:00,1
2023-01-17 05:00:00,2023-01-17 10:00:00,6
2023-01-18 00:00:00,2023-01-18 03:00:00,4
2023-01-18 05:00:00,2023-01-18 05:00:00,1
2023-01-18 07:00:00,2023-01-18 10:00:00,4
2023-01-19 00:00:00,2023-01-19 05:00:00,6
2023-01-19 07:00:00,2023-01-19 10:00:00,4
2023-01-20 00:00:00,2023-01-20 05:00:00,6
2023-01-20 07:00:00,2023-01-20 10:00:00,4
2023-01-21 00:00:00,2023-01-21 05:00:00,6
2023-01-21 07:00:00,2023-01-21 10:00:00,4
2023-01-22 00:00:00,2023-01-22 05:00:00,6
2023-01-22 07:00:00,2023-01-22 10:00:00,4
2023-01-23 00:00:00,2023-01-23 05:00:00,6
2023-01-23 07:00:00,2023-01-23 10:00:00,4
2023-01-24 00:00:00,2023-01-24 05:00:00,6
2023-01-24 07:00:00,2023-01-24 10:00:00,4
2023-01-25 00:00:00,2023-01-25 10:00:00,11
2023-01-26 00:00:00,2023-01-26 12:00:00,13
2023-01-27 00:00:00,2023-01-27 11:00:00,12
2023-01-28 00:00:00,2023-01-28 11:00:00,12
2023-01-29 00:00:00,2023-01-29 11:00:00,12
2023-01-30 00:00:00,2023-01-30 11:00:00,12
2023-01-31 00:00:00,2023-01-31 13:00:00,14
2023-02-01 00:00:00,2023-02-01 01:00:00,2
2023-02-01 03:00:00,2023-02-01 03:00:00,1
2023-02-01 05:00:00,2023-02-01 05:00:00,1
2023-02-01 07:00:00,2023-02-01 08:00:00,2
2023-02-01 13:00:00,2023-02-01 13:00:00,1
2023-02-02 00:00:00,2023-02-02 11:00:00,12
2023-02-03 01:00:00,2023-02-03 01:00:00,1
2023-02-11 07:00:00,2023-02-11 07:00:00,1
2023-02-13 01:00:00,2023-02-13 02:00:00,2
2023-02-13 09:00:00,2023-02-13 09:00:00,1
2023-02-14 04:00:00,2023-02-14 05:00:00,2
2023-02-14 15:00:00,2023-02-14 15:00:00,1
2023-02-15 04:00:00,2023-02-15 04:00:00,1
2023-02-15 07:00:00,2023-02-15 07:00:00,1
2023-02-15 09:00:00,2023-02-15 09:00:00,1
2023-02-15 23:00:00,2023-02-15 23:00:00,1
2023-02-16 02:00:00,2023-02-16 05:00:00,4
2023-02-16 08:00:00,2023-02-16 08:00:00,1
2023-02-17 00:00:00,2023-02-17 01:00:00,2
2023-02-17 05:00:00,2023-02-17 06:00:00,2
2023-02-20 04:00:00,2023-02-20 05:00:00,2
2023-02-22 02:00:00,2023-02-22 03:00:00,2
2023-02-22 05:00:00,2023-02-22 05:00:00,1
2023-02-28 07:00:00,2023-02-28 07:00:00,1
2023-02-28 12:00:00,2023-02-28 12:00:00,1
2023-03-01 00:00:00,2023-03-01 01:00:00,2
2023-03-01 03:00:00,2023-03-01 03:00:00,1
2023-03-01 05:00:00,2023-03-01 05:00:00,1
2023-03-01 07:00:00,2023-03-01 08:00:00,2
2023-03-01 13:00:00,2023-03-01 13:00:00,1
2023-03-02 00:00:00,2023-03-02 11:00:00,12
2023-03-03 07:00:00,2023-03-03 07:00:00,1
2023-03-03 09:00:00,2023-03-03 09:00:00,1
2023-03-05 08:00:00,2023-03-05 10:00:00,3
2023-03-07 02:00:00,2023-03-07 03:00:00,2
2023-03-07 05:00:00,2023-03-07 05:00:00,1
2023-03-07 07:00:00,2023-03-07 10:00:00,4
2023-03-07 14:00:00,2023-03-07 14:00:00,1
2023-03-14 09:00:00,2023-03-14 09:00:00,1
2023-03-20 02:00:00,2023-03-20 02:00:00,1
2023-03-20 07:00:00,2023-03-20 07:00:00,1
2023-03-20 10:00:00,2023-03-20 10:00:00,1
2023-03-20 14:00:00,2023-03-20 14:00:00,1
2023-03-24 03:00:00,2023-03-24 04:00:00,2
2023-03-24 06:00:00,2023-03-29 07:00:00,122
2023-04-01 00:00:00,2023-04-01 01:00:00,2
2023-04-01 03:00:00,2023-04-01 03:00:00,1
2023-04-01 05:00:00,2023-04-01 05:00:00,1
2023-04-01 07:00:00,2023-04-01 08:00:00,2
2023-04-01 13:00:00,2023-04-01 13:00:00,1
2023-04-04 04:00:00,2023-04-04 04:00:00,1
2023-04-07 00:00:00,2023-04-07 02:00:00,3
2023-04-07 04:00:00,2023-04-07 05:00:00,2
2023-04-07 09:00:00,2023-04-07 09:00:00,1
2023-04-08 03:00:00,2023-04-08 05:00:00,3
2023-04-08 07:00:00,2023-04-08 09:00:00,3
2023-04-13 00:00:00,2023-04-13 00:00:00,1
2023-04-13 10:00:00,2023-04-13 10:00:00,1
2023-04-13 12:00:00,2023-04-13 13:00:00,2
2023-04-14 01:00:00,2023-04-14 02:00:00,2
2023-04-14 04:00:00,2023-04-14 04:00:00,1
2023-04-14 06:00:00,2023-04-14 06:00:00,1
2023-04-15 11:00:00,2023-04-15 11:00:00,1
2023-04-16 01:00:00,2023-04-16 01:00:00,1
2023-04-20 01:00:00,2023-04-20 01:00:00,1
2023-04-20 05:00:00,2023-04-20 05:00:00,1
2023-04-24 04:00:00,2023-04-24 05:00:00,2
2023-04-25 05:00:00,2023-04-25 05:00:00,1
2023-04-26 06:00:00,2023-04-26 06:00:00,1
2023-05-01 00:00:00,2023-05-01 01:00:00,2
2023-05-01 03:00:00,2023-05-01 03:00:00,1
2023-05-01 05:00:00,2023-05-01 05:00:00,1
2023-05-01 07:00:00,2023-05-01 09:00:00,3
2023-05-01 13:00:00,2023-05-01 13:00:00,1
2023-05-07 00:00:00,2023-05-07 06:00:00,7
2023-05-07 10:00:00,2023-05-07 10:00:00,1
2023-05-14 16:00:00,2023-05-14 16:00:00,1
2023-05-15 07:00:00,2023-05-15 07:00:00,1
2023-05-16 08:00:00,2023-05-16 08:00:00,1
2023-05-22 08:00:00,2023-05-22 08:00:00,1
2023-05-23 09:00:00,2023-05-23 09:00:00,1
2023-05-24 06:00:00,2023-05-24 07:00:00,2
2023-06-01 00:00:00,2023-06-01 01:00:00,2
2023-06-01 03:00:00,2023-06-01 03:00:00,1
2023-06-01 05:00:00,2023-06-01 05:00:00,1
2023-06-01 07:00:00,2023-06-01 08:00:00,2
2023-06-01 13:00:00,2023-06-01 13:00:00,1
2023-06-02 01:00:00,2023-06-02 01:00:00,1
2023-06-02 03:00:00,2023-06-02 03:00:00,1
2023-06-03 04:00:00,2023-06-03 04:00:00,1
2023-06-05 13:00:00,2023-06-05 15:00:00,3
2023-06-05 17:00:00,2023-06-05 17:00:00,1
2023-06-07 01:00:00,2023-06-07 02:00:00,2
2023-06-07 06:00:00,2023-06-07 06:00:00,1
2023-06-07 10:00:00,2023-06-07 10:00:00,1
2023-06-10 07:00:00,2023-06-10 07:00:00,1
2023-06-14 12:00:00,2023-06-14 12:00:00,1
2023-06-14 14:00:00,2023-06-14 14:00:00,1
2023-06-19 07:00:00,2023-06-19 08:00:00,2
2023-06-20 06:00:00,2023-06-20 08:00:00,3
2023-06-20 10:00:00,2023-06-20 10:00:00,1
2023-06-26 05:00:00,2023-06-26 11:00:00,7
2023-06-26 13:00:00,2023-06-26 16:00:00,4
2023-06-27 00:00:00,2023-06-27 05:00:00,6
2023-06-27 07:00:00,2023-06-27 10:00:00,4
2023-06-28 05:00:00,2023-06-28 05:00:00,1
2023-06-28 08:00:00,2023-06-28 09:00:00,2
2023-06-28 11:00:00,2023-06-28 11:00:00,1
2023-06-28 15:00:00,2023-06-28 15:00:00,1
2023-06-29 03:00:00,2023-06-29 03:00:00,1
2023-06-29 05:00:00,2023-06-29 06:00:00,2
2023-06-29 08:00:00,2023-06-29 12:00:00,5
2023-06-30 01:00:00,2023-06-30 01:00:00,1
2023-06-30 07:00:00,2023-06-30 09:00:00,3
2023-07-01 00:00:00,2023-07-01 01:00:00,2
2023-07-01 03:00:00,2023-07-01 03:00:00,1
2023-07-01 05:00:00,2023-07-01 05:00:00,1
2023-07-01 07:00:00,2023-07-01 10:00:00,4
2023-07-01 13:00:00,2023-07-01 13:00:00,1
2023-07-02 08:00:00,2023-07-02 08:00:00,1
2023-07-03 05:00:00,2023-07-03 05:00:00,1
2023-07-03 08:00:00,2023-07-03 11:00:00,4
2023-07-04 05:00:00,2023-07-04 07:00:00,3
2023-07-04 09:00:00,2023-07-04 09:00:00,1
2023-07-04 11:00:00,2023-07-04 12:00:00,2
2023-07-05 04:00:00,2023-07-05 05:00:00,2
2023-07-06 15:00:00,2023-07-06 15:00:00,1
2023-07-07 00:00:00,2023-07-07 01:00:00,2
2023-07-07 05:00:00,2023-07-07 05:00:00,1
2023-07-07 10:00:00,2023-07-07 10:00:00,1
2023-07-08 06:00:00,2023-07-08 06:00:00,1
2023-07-08 09:00:00,2023-07-08 09:00:00,1
2023-07-08 11:00:00,2023-07-08 11:00:00,1
2023-07-08 18:00:00,2023-07-08 18:00:00,1
2023-07-08 22:00:00,2023-07-08 22:00:00,1
2023-07-11 05:00:00,2023-07-11 05:00:00,1
2023-07-13 00:00:00,2023-07-13 02:00:00,3
2023-07-13 05:00:00,2023-07-13 08:00:00,4
2023-07-13 10:00:00,2023-07-13 10:00:00,1
2023-07-14 01:00:00,2023-07-14 07:00:00,7
2023-07-14 09:00:00,2023-07-14 09:00:00,1
2023-07-18 02:00:00,2023-07-18 03:00:00,2
2023-07-18 05:00:00,2023-07-18 05:00:00,1
2023-07-18 07:00:00,2023-07-18 08:00:00,2
2023-07-19 05:00:00,2023-07-19 05:00:00,1
2023-07-20 01:00:00,2023-07-20 02:00:00,2
2023-07-20 07:00:00,2023-07-20 07:00:00,1
2023-07-20 10:00:00,2023-07-20 12:00:00,3
2023-07-21 05:00:00,2023-07-21 05:00:00,1
2023-07-24 00:00:00,2023-07-24 01:00:00,2
2023-07-24 08:00:00,2023-07-24 10:00:00,3
2023-07-25 02:00:00,2023-07-25 02:00:00,1
2023-07-25 04:00:00,2023-07-25 06:00:00,3
2023-07-25 12:00:00,2023-07-25 12:00:00,1
2023-07-26 06:00:00,2023-07-26 06:00:00,1
2023-07-26 16:00:00,2023-07-26 16:00:00,1
2023-07-27 07:00:00,2023-07-27 07:00:00,1
2023-07-28 01:00:00,2023-07-28 03:00:00,3
2023-07-31 03:00:00,2023-07-31 03:00:00,1
2023-08-01 00:00:00,2023-08-01 01:00:00,2
2023-08-01 03:00:00,2023-08-01 03:00:00,1
2023-08-01 07:00:00,2023-08-01 10:00:00,4
2023-08-01 13:00:00,2023-08-01 13:00:00,1
2023-08-02 00:00:00,2023-08-02 00:00:00,1
2023-08-03 02:00:00,2023-08-03 03:00:00,2
2023-08-03 05:00:00,2023-08-03 06:00:00,2
2023-08-06 02:00:00,2023-08-06 02:00:00,1
2023-08-08 06:00:00,2023-08-08 07:00:00,2
2023-08-08 13:00:00,2023-08-08 13:00:00,1
2023-08-09 04:00:00,2023-08-09 04:00:00,1
2023-08-11 00:00:00,2023-08-11 00:00:00,1
2023-08-14 02:00:00,2023-08-14 03:00:00,2
2023-08-14 06:00:00,2023-08-14 06:00:00,1
2023-08-15 06:00:00,2023-08-15 06:00:00,1
2023-08-19 06:00:00,2023-08-19 06:00:00,1
2023-08-19 08:00:00,2023-08-19 08:00:00,1
2023-08-22 01:00:00,2023-08-22 01:00:00,1
2023-08-23 06:00:00,2023-08-23 06:00:00,1
2023-08-24 01:00:00,2023-08-24 01:00:00,1
2023-08-24 09:00:00,2023-08-24 09:00:00,1
2023-08-29 02:00:00,2023-08-29 03:00:00,2
2023-08-30 07:00:00,2023-08-30 07:00:00,1
2023-09-01 00:00:00,2023-09-01 01:00:00,2
2023-09-01 03:00:00,2023-09-01 03:00:00,1
2023-09-01 07:00:00,2023-09-01 10:00:00,4
2023-09-01 13:00:00,2023-09-01 13:00:00,1
2023-09-02 02:00:00,2023-09-02 02:00:00,1
2023-09-02 14:00:00,2023-09-02 14:00:00,1
2023-09-04 12:00:00,2023-09-04 13:00:00,2
2023-09-04 15:00:00,2023-09-04 15:00:00,1
2023-09-14 11:00:00,2023-09-14 11:00:00,1
2023-09-21 02:00:00,2023-09-21 02:00:00,1
2023-09-26 06:00:00,2023-09-26 07:00:00,2
2023-10-01 00:00:00,2023-10-01 01:00:00,2
2023-10-01 03:00:00,2023-10-01 03:00:00,1
2023-10-01 07:00:00,2023-10-01 10:00:00,4
2023-10-01 13:00:00,2023-10-01 13:00:00,1
2023-10-02 06:00:00,2023-10-02 06:00:00,1
2023-10-05 14:00:00,2023-10-05 15:00:00,2
2023-10-07 02:00:00,2023-10-07 06:00:00,5
2023-10-07 08:00:00,2023-10-07 08:00:00,1
2023-10-07 11:00:00,2023-10-07 11:00:00,1
2023-10-11 01:00:00,2023-10-11 02:00:00,2
2023-10-17 06:00:00,2023-10-17 07:00:00,2
2023-10-18 01:00:00,2023-10-18 01:00:00,1
2023-10-19 02:00:00,2023-10-19 02:00:00,1
2023-10-20 07:00:00,2023-10-20 08:00:00,2
2023-10-24 07:00:00,2023-10-24 07:00:00,1
2023-10-25 05:00:00,2023-10-25 06:00:00,2
2023-10-30 07:00:00,2023-10-30 15:00:00,9
2023-10-31 01:00:00,2023-10-31 11:00:00,11
2023-11-01 00:00:00,2023-11-01 01:00:00,2
2023-11-01 03:00:00,2023-11-01 03:00:00,1
2023-11-01 07:00:00,2023-11-01 10:00:00,4
2023-11-01 13:00:00,2023-11-01 13:00:00,1
2023-11-05 08:00:00,2023-11-05 08:00:00,1
2023-11-07 09:00:00,2023-11-07 09:00:00,1
2023-11-07 13:00:00,2023-11-07 13:00:00,1
2023-11-09 04:00:00,2023-11-09 05:00:00,2
2023-11-10 07:00:00,2023-11-10 07:00:00,1
2023-11-12 06:00:00,2023-11-12 06:00:00,1
2023-11-13 06:00:00,2023-11-13 06:00:00,1
2023-11-16 05:00:00,2023-11-16 05:00:00,1
2023-11-17 00:00:00,2023-11-17 00:00:00,1
2023-11-17 05:00:00,2023-11-17 06:00:00,2
2023-11-20 05:00:00,2023-11-20 05:00:00,1
2023-11-20 11:00:00,2023-11-20 11:00:00,1
2023-11-20 15:00:00,2023-11-20 18:00:00,4
2023-11-20 21:00:00,2023-11-21 12:00:00,16
2023-11-21 15:00:00,2023-11-21 18:00:00,4
2023-11-21 21:00:00,2023-11-22 09:00:00,13
2023-11-22 11:00:00,2023-11-22 11:00:00,1
2023-11-22 23:00:00,2023-11-23 03:00:00,5
2023-11-23 05:00:00,2023-11-23 05:00:00,1
2023-11-23 23:00:00,2023-11-23 23:00:00,1
2023-11-24 01:00:00,2023-11-24 03:00:00,3
2023-12-01 00:00:00,2023-12-01 01:00:00,2
2023-12-01 03:00:00,2023-12-01 03:00:00,1
2023-12-01 07:00:00,2023-12-01 10:00:00,4
2023-12-01 13:00:00,2023-12-01 13:00:00,1
2023-12-04 06:00:00,2023-12-04 06:00:00,1
2023-12-05 06:00:00,2023-12-05 06:00:00,1
2023-12-06 05:00:00,2023-12-06 07:00:00,3
2023-12-07 02:00:00,2023-12-07 03:00:00,2
2023-12-07 08:00:00,2023-12-07 09:00:00,2
2023-12-07 13:00:00,2023-12-07 14:00:00,2
2023-12-12 13:00:00,2023-12-12 13:00:00,1
2023-12-13 08:00:00,2023-12-13 09:00:00,2
2023-12-14 04:00:00,2023-12-14 04:00:00,1
2023-12-19 10:00:00,2023-12-19 11:00:00,2
2023-12-20 01:00:00,2023-12-20 01:00:00,1
2023-12-20 03:00:00,2023-12-20 03:00:00,1
2023-12-20 05:00:00,2023-12-20 06:00:00,2
2023-12-20 13:00:00,2023-12-20 14:00:00,2
2023-12-20 17:00:00,2023-12-20 17:00:00,1
2023-12-22 12:00:00,2023-12-22 12:00:00,1
2023-12-25 06:00:00,2023-12-25 06:00:00,1
2023-12-26 00:00:00,2023-12-26 00:00:00,1
2024-01-14 13:00:00,2024-01-14 13:00:00,1
2024-01-17 07:00:00,2024-01-17 07:00:00,1
2024-01-18 00:00:00,2024-01-18 01:00:00,2
2024-01-19 00:00:00,2024-01-19 00:00:00,1
2024-01-24 07:00:00,2024-01-24 08:00:00,2
2024-01-30 04:00:00,2024-01-30 06:00:00,3
