start,end,length
2023-04-19 10:00:00,2023-04-19 16:00:00,7
2023-04-19 20:00:00,2023-04-19 20:00:00,1
2023-04-20 10:00:00,2023-04-20 16:00:00,7
2023-04-20 20:00:00,2023-04-20 20:00:00,1
2023-04-21 07:00:00,2023-04-21 08:00:00,2
2023-04-21 10:00:00,2023-04-21 16:00:00,7
2023-04-21 20:00:00,2023-04-21 20:00:00,1
2023-04-22 07:00:00,2023-04-22 08:00:00,2
2023-04-22 10:00:00,2023-04-22 16:00:00,7
2023-04-22 20:00:00,2023-04-22 20:00:00,1
2023-04-23 07:00:00,2023-04-23 08:00:00,2
2023-04-23 10:00:00,2023-04-23 16:00:00,7
2023-04-23 20:00:00,2023-04-23 20:00:00,1
2023-04-24 07:00:00,2023-04-24 16:00:00,10
2023-04-24 20:00:00,2023-04-24 20:00:00,1
2023-04-25 07:00:00,2023-04-25 16:00:00,10
2023-04-25 20:00:00,2023-04-25 20:00:00,1
2023-04-26 07:00:00,2023-04-26 16:00:00,10
2023-04-26 20:00:00,2023-04-26 20:00:00,1
2023-04-27 07:00:00,2023-04-27 16:00:00,10
2023-04-27 20:00:00,2023-04-27 20:00:00,1
2023-04-28 07:00:00,2023-04-28 16:00:00,10
2023-04-29 07:00:00,2023-04-29 16:00:00,10
2023-04-30 07:00:00,2023-04-30 16:00:00,10
2023-05-01 00:00:00,2023-05-01 01:00:00,2
2023-05-01 04:00:00,2023-05-01 04:00:00,1
2023-05-01 06:00:00,2023-05-01 06:00:00,1
2023-05-01 08:00:00,2023-05-01 20:00:00,13
2023-05-01 22:00:00,2023-05-01 22:00:00,1
2023-05-02 00:00:00,2023-05-03 01:00:00,26
2023-05-03 09:00:00,2023-05-03 13:00:00,5
2023-05-03 16:00:00,2023-05-03 20:00:00,5
2023-05-04 06:00:00,2023-05-04 17:00:00,12
2023-05-04 20:00:00,2023-05-04 20:00:00,1
2023-05-05 07:00:00,2023-05-05 16:00:00,10
2023-05-05 21:00:00,2023-05-05 21:00:00,1
2023-05-06 00:00:00,2023-05-06 00:00:00,1
2023-05-06 05:00:00,2023-05-06 23:00:00,19
2023-05-07 01:00:00,2023-05-08 02:00:00,26
2023-05-08 05:00:00,2023-05-08 23:00:00,19
2023-05-09 07:00:00,2023-05-09 17:00:00,11
2023-05-09 19:00:00,2023-05-09 19:00:00,1
2023-05-10 04:00:00,2023-05-10 05:00:00,2
2023-05-10 07:00:00,2023-05-10 21:00:00,15
2023-05-11 06:00:00,2023-05-11 16:00:00,11
2023-05-11 18:00:00,2023-05-11 23:00:00,6
2023-05-12 07:00:00,2023-05-12 17:00:00,11
2023-05-12 19:00:00,2023-05-12 19:00:00,1
2023-05-12 21:00:00,2023-05-13 00:00:00,4
2023-05-13 05:00:00,2023-05-13 05:00:00,1
2023-05-13 07:00:00,2023-05-13 19:00:00,13
2023-05-13 21:00:00,2023-05-14 00:00:00,4
2023-05-14 05:00:00,2023-05-14 05:00:00,1
2023-05-14 07:00:00,2023-05-14 19:00:00,13
2023-05-14 21:00:00,2023-05-15 00:00:00,4
2023-05-15 05:00:00,2023-05-15 19:00:00,15
2023-05-15 21:00:00,2023-05-16 00:00:00,4
2023-05-16 05:00:00,2023-05-17 00:00:00,20
2023-05-17 05:00:00,2023-05-18 00:00:00,20
2023-05-18 05:00:00,2023-05-19 00:00:00,20
2023-05-19 05:00:00,2023-05-20 00:00:00,20
2023-05-20 05:00:00,2023-05-21 00:00:00,20
2023-05-21 05:00:00,2023-05-22 00:00:00,20
2023-05-22 05:00:00,2023-05-23 00:00:00,20
2023-05-23 05:00:00,2023-05-24 00:00:00,20
2023-05-24 05:00:00,2023-05-25 00:00:00,20
2023-05-25 05:00:00,2023-05-26 00:00:00,20
2023-05-26 05:00:00,2023-05-27 00:00:00,20
2023-05-27 05:00:00,2023-05-28 00:00:00,20
2023-05-28 05:00:00,2023-05-29 00:00:00,20
2023-05-29 05:00:00,2023-05-30 00:00:00,20
2023-05-30 05:00:00,2023-05-31 00:00:00,20
2023-05-31 05:00:00,2023-06-01 01:00:00,21
2023-06-01 04:00:00,2023-06-01 04:00:00,1
2023-06-01 06:00:00,2023-06-01 06:00:00,1
2023-06-01 08:00:00,2023-06-01 20:00:00,13
2023-06-01 22:00:00,2023-06-01 22:00:00,1
2023-06-02 00:00:00,2023-06-03 01:00:00,26
2023-06-03 09:00:00,2023-06-03 13:00:00,5
2023-06-03 16:00:00,2023-06-03 20:00:00,5
2023-06-04 06:00:00,2023-06-04 17:00:00,12
2023-06-04 20:00:00,2023-06-04 20:00:00,1
2023-06-05 07:00:00,2023-06-05 16:00:00,10
2023-06-05 21:00:00,2023-06-05 21:00:00,1
2023-06-06 00:00:00,2023-06-06 00:00:00,1
2023-06-06 05:00:00,2023-06-06 23:00:00,19
2023-06-07 01:00:00,2023-06-07 03:00:00,3
2023-06-07 05:00:00,2023-06-08 02:00:00,22
2023-06-08 06:00:00,2023-06-08 23:00:00,18
2023-06-09 07:00:00,2023-06-09 13:00:00,7
2023-06-09 15:00:00,2023-06-09 20:00:00,6
2023-06-10 04:00:00,2023-06-10 05:00:00,2
2023-06-10 07:00:00,2023-06-10 21:00:00,15
2023-06-11 00:00:00,2023-06-11 01:00:00,2
2023-06-11 06:00:00,2023-06-11 23:00:00,18
2023-06-12 07:00:00,2023-06-12 17:00:00,11
2023-06-12 19:00:00,2023-06-12 19:00:00,1
2023-06-12 21:00:00,2023-06-12 23:00:00,3
2023-06-13 02:00:00,2023-06-13 02:00:00,1
2023-06-13 05:00:00,2023-06-13 23:00:00,19
2023-06-14 02:00:00,2023-06-14 02:00:00,1
2023-06-14 05:00:00,2023-06-14 23:00:00,19
2023-06-15 02:00:00,2023-06-15 02:00:00,1
2023-06-15 05:00:00,2023-06-15 23:00:00,19
2023-06-16 02:00:00,2023-06-16 02:00:00,1
2023-06-16 05:00:00,2023-06-16 23:00:00,19
2023-06-17 02:00:00,2023-06-17 03:00:00,2
2023-06-17 05:00:00,2023-06-17 23:00:00,19
2023-06-18 02:00:00,2023-06-18 03:00:00,2
2023-06-18 05:00:00,2023-06-18 23:00:00,19
2023-06-19 02:00:00,2023-06-19 03:00:00,2
2023-06-19 05:00:00,2023-06-19 23:00:00,19
2023-06-20 02:00:00,2023-06-20 03:00:00,2
2023-06-20 05:00:00,2023-06-20 23:00:00,19
2023-06-21 02:00:00,2023-06-21 03:00:00,2
2023-06-21 05:00:00,2023-06-21 23:00:00,19
2023-06-22 02:00:00,2023-06-22 03:00:00,2
2023-06-22 05:00:00,2023-06-22 23:00:00,19
2023-06-23 02:00:00,2023-06-23 03:00:00,2
2023-06-23 05:00:00,2023-06-23 23:00:00,19
2023-06-24 02:00:00,2023-06-24 03:00:00,2
2023-06-24 05:00:00,2023-06-24 23:00:00,19
2023-06-25 02:00:00,2023-06-25 03:00:00,2
2023-06-25 05:00:00,2023-06-25 23:00:00,19
2023-06-26 02:00:00,2023-06-26 03:00:00,2
2023-06-26 05:00:00,2023-06-26 23:00:00,19
2023-06-27 02:00:00,2023-06-27 03:00:00,2
2023-06-27 05:00:00,2023-06-28 03:00:00,23
2023-06-28 05:00:00,2023-06-28 23:00:00,19
2023-06-29 01:00:00,2023-06-29 03:00:00,3
2023-06-29 05:00:00,2023-06-29 23:00:00,19
2023-06-30 01:00:00,2023-06-30 03:00:00,3
2023-06-30 05:00:00,2023-07-01 01:00:00,21
2023-07-01 04:00:00,2023-07-01 04:00:00,1
2023-07-01 06:00:00,2023-07-01 20:00:00,15
2023-07-01 22:00:00,2023-07-01 22:00:00,1
2023-07-02 00:00:00,2023-07-03 01:00:00,26
2023-07-03 09:00:00,2023-07-03 13:00:00,5
2023-07-03 16:00:00,2023-07-03 20:00:00,5
2023-07-04 06:00:00,2023-07-04 08:00:00,3
2023-07-04 10:00:00,2023-07-04 17:00:00,8
2023-07-04 20:00:00,2023-07-04 20:00:00,1
2023-07-05 07:00:00,2023-07-05 16:00:00,10
2023-07-05 18:00:00,2023-07-06 02:00:00,9
2023-07-06 05:00:00,2023-07-06 23:00:00,19
2023-07-07 01:00:00,2023-07-07 03:00:00,3
2023-07-07 05:00:00,2023-07-08 02:00:00,22
2023-07-08 06:00:00,2023-07-08 23:00:00,18
2023-07-09 07:00:00,2023-07-09 13:00:00,7
2023-07-09 15:00:00,2023-07-09 19:00:00,5
2023-07-10 07:00:00,2023-07-10 21:00:00,15
2023-07-11 00:00:00,2023-07-11 01:00:00,2
2023-07-11 06:00:00,2023-07-11 23:00:00,18
2023-07-12 07:00:00,2023-07-12 17:00:00,11
2023-07-12 19:00:00,2023-07-12 19:00:00,1
2023-07-12 21:00:00,2023-07-13 03:00:00,7
2023-07-13 05:00:00,2023-07-14 03:00:00,23
2023-07-14 05:00:00,2023-07-15 03:00:00,23
2023-07-15 05:00:00,2023-07-16 03:00:00,23
2023-07-16 05:00:00,2023-07-17 03:00:00,23
2023-07-17 05:00:00,2023-07-18 03:00:00,23
2023-07-18 05:00:00,2023-07-19 03:00:00,23
2023-07-19 05:00:00,2023-07-20 03:00:00,23
2023-07-20 05:00:00,2023-07-21 03:00:00,23
2023-07-21 05:00:00,2023-07-21 16:00:00,12
2023-07-21 18:00:00,2023-07-22 03:00:00,10
2023-07-22 05:00:00,2023-07-22 16:00:00,12
2023-07-22 18:00:00,2023-07-23 03:00:00,10
2023-07-23 05:00:00,2023-07-23 16:00:00,12
2023-07-23 18:00:00,2023-07-24 03:00:00,10
2023-07-24 05:00:00,2023-07-24 16:00:00,12
2023-07-24 18:00:00,2023-07-25 03:00:00,10
2023-07-25 05:00:00,2023-07-25 16:00:00,12
2023-07-25 18:00:00,2023-07-26 03:00:00,10
2023-07-26 05:00:00,2023-07-27 03:00:00,23
2023-07-27 05:00:00,2023-07-28 03:00:00,23
2023-07-28 05:00:00,2023-07-29 03:00:00,23
2023-07-29 05:00:00,2023-07-30 03:00:00,23
2023-07-30 05:00:00,2023-07-31 03:00:00,23
2023-07-31 05:00:00,2023-08-01 01:00:00,21
2023-08-01 04:00:00,2023-08-01 04:00:00,1
2023-08-01 06:00:00,2023-08-01 20:00:00,15
2023-08-01 22:00:00,2023-08-01 22:00:00,1
2023-08-02 00:00:00,2023-08-03 01:00:00,26
2023-08-03 09:00:00,2023-08-03 20:00:00,12
2023-08-04 06:00:00,2023-08-04 08:00:00,3
2023-08-04 10:00:00,2023-08-04 17:00:00,8
2023-08-04 20:00:00,2023-08-04 20:00:00,1
2023-08-05 00:00:00,2023-08-05 00:00:00,1
2023-08-05 07:00:00,2023-08-05 13:00:00,7
2023-08-05 15:00:00,2023-08-05 17:00:00,3
2023-08-05 19:00:00,2023-08-05 19:00:00,1
2023-08-05 21:00:00,2023-08-05 23:00:00,3
2023-08-06 02:00:00,2023-08-06 02:00:00,1
2023-08-06 05:00:00,2023-08-06 23:00:00,19
2023-08-07 01:00:00,2023-08-07 03:00:00,3
2023-08-07 05:00:00,2023-08-08 02:00:00,22
2023-08-08 06:00:00,2023-08-08 23:00:00,18
2023-08-09 07:00:00,2023-08-09 11:00:00,5
2023-08-09 13:00:00,2023-08-09 13:00:00,1
2023-08-09 15:00:00,2023-08-09 15:00:00,1
2023-08-09 17:00:00,2023-08-09 19:00:00,3
2023-08-10 07:00:00,2023-08-10 21:00:00,15
2023-08-11 00:00:00,2023-08-11 01:00:00,2
2023-08-11 06:00:00,2023-08-11 23:00:00,18
2023-08-12 07:00:00,2023-08-13 02:00:00,20
2023-08-13 05:00:00,2023-08-14 02:00:00,22
2023-08-14 04:00:00,2023-08-15 02:00:00,23
2023-08-15 04:00:00,2023-08-16 02:00:00,23
2023-08-16 04:00:00,2023-08-17 02:00:00,23
2023-08-17 04:00:00,2023-08-18 02:00:00,23
2023-08-18 04:00:00,2023-08-19 02:00:00,23
2023-08-19 04:00:00,2023-08-20 01:00:00,22
2023-08-20 04:00:00,2023-08-21 02:00:00,23
2023-08-21 04:00:00,2023-08-22 01:00:00,22
2023-08-22 04:00:00,2023-08-23 01:00:00,22
2023-08-23 04:00:00,2023-08-24 01:00:00,22
2023-08-24 04:00:00,2023-08-25 01:00:00,22
2023-08-25 04:00:00,2023-08-26 01:00:00,22
2023-08-26 04:00:00,2023-08-27 01:00:00,22
2023-08-27 04:00:00,2023-08-28 01:00:00,22
2023-08-28 04:00:00,2023-08-29 01:00:00,22
2023-08-29 04:00:00,2023-08-30 01:00:00,22
2023-08-30 04:00:00,2023-08-30 22:00:00,19
2023-08-31 07:00:00,2023-08-31 17:00:00,11
2023-08-31 19:00:00,2023-08-31 22:00:00,4
2023-09-01 00:00:00,2023-09-01 01:00:00,2
2023-09-01 04:00:00,2023-09-01 04:00:00,1
2023-09-01 06:00:00,2023-09-01 20:00:00,15
2023-09-01 22:00:00,2023-09-01 22:00:00,1
2023-09-02 00:00:00,2023-09-03 01:00:00,26
2023-09-03 09:00:00,2023-09-03 20:00:00,12
2023-09-04 06:00:00,2023-09-04 08:00:00,3
2023-09-04 10:00:00,2023-09-04 17:00:00,8
2023-09-04 20:00:00,2023-09-04 20:00:00,1
2023-09-05 00:00:00,2023-09-05 00:00:00,1
2023-09-05 07:00:00,2023-09-05 13:00:00,7
2023-09-05 15:00:00,2023-09-05 17:00:00,3
2023-09-05 19:00:00,2023-09-05 19:00:00,1
2023-09-05 21:00:00,2023-09-05 23:00:00,3
2023-09-06 02:00:00,2023-09-06 02:00:00,1
2023-09-06 05:00:00,2023-09-06 23:00:00,19
2023-09-07 01:00:00,2023-09-07 03:00:00,3
2023-09-07 05:00:00,2023-09-08 02:00:00,22
2023-09-08 06:00:00,2023-09-08 23:00:00,18
2023-09-09 07:00:00,2023-09-09 11:00:00,5
2023-09-09 13:00:00,2023-09-09 13:00:00,1
2023-09-09 15:00:00,2023-09-09 15:00:00,1
2023-09-09 17:00:00,2023-09-09 19:00:00,3
2023-09-10 07:00:00,2023-09-10 21:00:00,15
2023-09-11 00:00:00,2023-09-11 01:00:00,2
2023-09-11 06:00:00,2023-09-12 17:00:00,36
2023-09-12 19:00:00,2023-09-12 19:00:00,1
2023-09-12 21:00:00,2023-09-12 23:00:00,3
2023-09-13 07:00:00,2023-09-13 11:00:00,5
2023-09-13 13:00:00,2023-09-13 20:00:00,8
2023-09-13 23:00:00,2023-09-14 00:00:00,2
2023-09-14 07:00:00,2023-09-14 11:00:00,5
2023-09-14 13:00:00,2023-09-14 20:00:00,8
2023-09-14 23:00:00,2023-09-14 23:00:00,1
2023-09-15 07:00:00,2023-09-15 11:00:00,5
2023-09-15 13:00:00,2023-09-15 20:00:00,8
2023-09-16 07:00:00,2023-09-16 10:00:00,4
2023-09-16 13:00:00,2023-09-16 21:00:00,9
2023-09-16 23:00:00,2023-09-16 23:00:00,1
2023-09-17 07:00:00,2023-09-17 10:00:00,4
2023-09-17 13:00:00,2023-09-17 14:00:00,2
2023-09-17 16:00:00,2023-09-17 21:00:00,6
2023-09-17 23:00:00,2023-09-17 23:00:00,1
2023-09-18 07:00:00,2023-09-18 10:00:00,4
2023-09-18 12:00:00,2023-09-18 14:00:00,3
2023-09-18 16:00:00,2023-09-18 21:00:00,6
2023-09-18 23:00:00,2023-09-18 23:00:00,1
2023-09-19 07:00:00,2023-09-19 10:00:00,4
2023-09-19 12:00:00,2023-09-19 21:00:00,10
2023-09-19 23:00:00,2023-09-19 23:00:00,1
2023-09-20 07:00:00,2023-09-20 14:00:00,8
2023-09-20 16:00:00,2023-09-20 21:00:00,6
2023-09-20 23:00:00,2023-09-20 23:00:00,1
2023-09-21 07:00:00,2023-09-21 14:00:00,8
2023-09-21 16:00:00,2023-09-21 16:00:00,1
2023-09-21 19:00:00,2023-09-21 21:00:00,3
2023-09-21 23:00:00,2023-09-21 23:00:00,1
2023-09-22 04:00:00,2023-09-22 05:00:00,2
2023-09-22 07:00:00,2023-09-22 16:00:00,10
2023-09-22 19:00:00,2023-09-22 21:00:00,3
2023-09-22 23:00:00,2023-09-22 23:00:00,1
2023-09-23 04:00:00,2023-09-23 05:00:00,2
2023-09-23 07:00:00,2023-09-23 16:00:00,10
2023-09-23 19:00:00,2023-09-23 21:00:00,3
2023-09-23 23:00:00,2023-09-23 23:00:00,1
2023-09-24 04:00:00,2023-09-24 05:00:00,2
2023-09-24 07:00:00,2023-09-24 17:00:00,11
2023-09-24 19:00:00,2023-09-24 21:00:00,3
2023-09-24 23:00:00,2023-09-24 23:00:00,1
2023-09-25 04:00:00,2023-09-25 05:00:00,2
2023-09-25 07:00:00,2023-09-25 17:00:00,11
2023-09-25 19:00:00,2023-09-25 21:00:00,3
2023-09-25 23:00:00,2023-09-25 23:00:00,1
2023-09-26 04:00:00,2023-09-26 05:00:00,2
2023-09-26 07:00:00,2023-09-26 17:00:00,11
2023-09-26 19:00:00,2023-09-26 21:00:00,3
2023-09-26 23:00:00,2023-09-26 23:00:00,1
2023-09-27 04:00:00,2023-09-27 05:00:00,2
2023-09-27 07:00:00,2023-09-27 17:00:00,11
2023-09-27 19:00:00,2023-09-27 21:00:00,3
2023-09-27 23:00:00,2023-09-27 23:00:00,1
2023-09-28 04:00:00,2023-09-28 05:00:00,2
2023-09-28 07:00:00,2023-09-28 17:00:00,11
2023-09-28 19:00:00,2023-09-28 21:00:00,3
2023-09-28 23:00:00,2023-09-28 23:00:00,1
2023-09-29 04:00:00,2023-09-29 05:00:00,2
2023-09-29 07:00:00,2023-09-29 21:00:00,15
2023-09-30 04:00:00,2023-09-30 05:00:00,2
2023-09-30 07:00:00,2023-09-30 21:00:00,15
2023-10-01 01:00:00,2023-10-01 01:00:00,1
2023-10-01 06:00:00,2023-10-01 17:00:00,12
2023-10-01 19:00:00,2023-10-01 20:00:00,2
2023-10-02 00:00:00,2023-10-03 01:00:00,26
2023-10-03 09:00:00,2023-10-03 20:00:00,12
2023-10-04 06:00:00,2023-10-04 08:00:00,3
2023-10-04 10:00:00,2023-10-04 16:00:00,7
2023-10-04 20:00:00,2023-10-04 20:00:00,1
2023-10-05 00:00:00,2023-10-05 00:00:00,1
2023-10-05 07:00:00,2023-10-05 19:00:00,13
2023-10-05 21:00:00,2023-10-05 23:00:00,3
2023-10-06 02:00:00,2023-10-06 02:00:00,1
2023-10-06 05:00:00,2023-10-06 23:00:00,19
2023-10-07 01:00:00,2023-10-07 03:00:00,3
2023-10-07 05:00:00,2023-10-08 02:00:00,22
2023-10-08 06:00:00,2023-10-08 23:00:00,18
2023-10-09 07:00:00,2023-10-09 11:00:00,5
2023-10-09 13:00:00,2023-10-09 13:00:00,1
2023-10-09 15:00:00,2023-10-09 15:00:00,1
2023-10-09 17:00:00,2023-10-09 19:00:00,3
2023-10-10 08:00:00,2023-10-10 21:00:00,14
2023-10-11 00:00:00,2023-10-11 01:00:00,2
2023-10-11 06:00:00,2023-10-11 23:00:00,18
2023-10-12 05:00:00,2023-10-12 06:00:00,2
2023-10-12 08:00:00,2023-10-12 17:00:00,10
2023-10-12 19:00:00,2023-10-12 19:00:00,1
2023-10-12 22:00:00,2023-10-12 23:00:00,2
2023-10-13 07:00:00,2023-10-13 21:00:00,15
2023-10-14 07:00:00,2023-10-14 21:00:00,15
2023-10-15 07:00:00,2023-10-15 21:00:00,15
2023-10-16 07:00:00,2023-10-16 14:00:00,8
2023-10-16 16:00:00,2023-10-16 21:00:00,6
2023-10-17 07:00:00,2023-10-17 18:00:00,12
2023-10-18 06:00:00,2023-10-18 18:00:00,13
2023-10-19 05:00:00,2023-10-19 18:00:00,14
2023-10-20 05:00:00,2023-10-20 18:00:00,14
2023-10-21 05:00:00,2023-10-21 18:00:00,14
2023-10-22 05:00:00,2023-10-22 18:00:00,14
2023-10-23 05:00:00,2023-10-23 18:00:00,14
2023-10-24 05:00:00,2023-10-24 18:00:00,14
2023-10-25 05:00:00,2023-10-25 18:00:00,14
2023-10-26 05:00:00,2023-10-26 18:00:00,14
2023-10-27 05:00:00,2023-10-27 18:00:00,14
2023-10-28 05:00:00,2023-10-28 18:00:00,14
2023-10-29 05:00:00,2023-10-29 18:00:00,14
2023-10-30 05:00:00,2023-10-30 18:00:00,14
2023-10-31 05:00:00,2023-10-31 22:00:00,18
2023-11-01 05:00:00,2023-11-01 17:00:00,13
2023-11-01 19:00:00,2023-11-01 20:00:00,2
2023-11-02 00:00:00,2023-11-03 01:00:00,26
2023-11-03 09:00:00,2023-11-03 20:00:00,12
2023-11-04 06:00:00,2023-11-04 08:00:00,3
2023-11-04 10:00:00,2023-11-04 16:00:00,7
2023-11-04 20:00:00,2023-11-04 20:00:00,1
2023-11-05 00:00:00,2023-11-05 00:00:00,1
2023-11-05 05:00:00,2023-11-05 05:00:00,1
2023-11-05 07:00:00,2023-11-05 19:00:00,13
2023-11-05 21:00:00,2023-11-05 23:00:00,3
2023-11-06 02:00:00,2023-11-06 02:00:00,1
2023-11-06 05:00:00,2023-11-06 23:00:00,19
2023-11-07 01:00:00,2023-11-07 03:00:00,3
2023-11-07 05:00:00,2023-11-08 02:00:00,22
2023-11-08 05:00:00,2023-11-08 23:00:00,19
2023-11-09 07:00:00,2023-11-09 11:00:00,5
2023-11-09 13:00:00,2023-11-09 15:00:00,3
2023-11-09 17:00:00,2023-11-09 20:00:00,4
2023-11-10 08:00:00,2023-11-10 21:00:00,14
2023-11-11 00:00:00,2023-11-11 01:00:00,2
2023-11-11 06:00:00,2023-11-11 23:00:00,18
2023-11-12 05:00:00,2023-11-12 05:00:00,1
2023-11-12 08:00:00,2023-11-12 19:00:00,12
2023-11-12 22:00:00,2023-11-13 01:00:00,4
2023-11-13 07:00:00,2023-11-14 01:00:00,19
2023-11-14 07:00:00,2023-11-15 01:00:00,19
2023-11-15 07:00:00,2023-11-15 19:00:00,13
2023-11-15 23:00:00,2023-11-16 01:00:00,3
2023-11-16 07:00:00,2023-11-16 19:00:00,13
2023-11-16 23:00:00,2023-11-17 01:00:00,3
2023-11-17 07:00:00,2023-11-17 19:00:00,13
2023-11-17 23:00:00,2023-11-18 01:00:00,3
2023-11-18 07:00:00,2023-11-18 19:00:00,13
2023-11-18 23:00:00,2023-11-19 01:00:00,3
2023-11-19 07:00:00,2023-11-19 19:00:00,13
2023-11-19 23:00:00,2023-11-20 01:00:00,3
2023-11-20 07:00:00,2023-11-20 07:00:00,1
2023-11-20 09:00:00,2023-11-20 19:00:00,11
2023-11-21 07:00:00,2023-11-21 18:00:00,12
2023-11-22 07:00:00,2023-11-22 16:00:00,10
2023-11-22 18:00:00,2023-11-22 18:00:00,1
2023-11-23 07:00:00,2023-11-23 18:00:00,12
2023-11-24 07:00:00,2023-11-24 18:00:00,12
2023-11-25 00:00:00,2023-11-26 23:00:00,48
2023-11-27 08:00:00,2023-11-27 18:00:00,11
2023-11-27 21:00:00,2023-11-27 23:00:00,3
2023-11-28 07:00:00,2023-11-28 18:00:00,12
2023-11-28 21:00:00,2023-11-28 23:00:00,3
2023-11-29 07:00:00,2023-11-29 17:00:00,11
2023-11-29 21:00:00,2023-11-29 23:00:00,3
2023-11-30 07:00:00,2023-11-30 17:00:00,11
2023-11-30 21:00:00,2023-11-30 23:00:00,3
2023-12-01 05:00:00,2023-12-01 15:00:00,11
2023-12-01 17:00:00,2023-12-01 17:00:00,1
2023-12-01 19:00:00,2023-12-01 20:00:00,2
2023-12-02 00:00:00,2023-12-03 01:00:00,26
2023-12-03 09:00:00,2023-12-03 20:00:00,12
2023-12-04 07:00:00,2023-12-04 08:00:00,2
2023-12-04 10:00:00,2023-12-04 16:00:00,7
2023-12-04 20:00:00,2023-12-04 20:00:00,1
2023-12-05 00:00:00,2023-12-05 00:00:00,1
2023-12-05 05:00:00,2023-12-05 05:00:00,1
2023-12-05 07:00:00,2023-12-05 19:00:00,13
2023-12-05 21:00:00,2023-12-05 23:00:00,3
2023-12-06 02:00:00,2023-12-06 02:00:00,1
2023-12-06 05:00:00,2023-12-07 03:00:00,23
2023-12-07 05:00:00,2023-12-08 02:00:00,22
2023-12-08 05:00:00,2023-12-09 00:00:00,20
2023-12-09 07:00:00,2023-12-09 11:00:00,5
2023-12-09 13:00:00,2023-12-09 15:00:00,3
2023-12-09 17:00:00,2023-12-09 20:00:00,4
2023-12-09 23:00:00,2023-12-09 23:00:00,1
2023-12-10 07:00:00,2023-12-10 21:00:00,15
2023-12-11 00:00:00,2023-12-11 01:00:00,2
2023-12-11 06:00:00,2023-12-11 23:00:00,18
2023-12-12 05:00:00,2023-12-12 05:00:00,1
2023-12-12 08:00:00,2023-12-12 17:00:00,10
2023-12-12 19:00:00,2023-12-12 19:00:00,1
2023-12-12 22:00:00,2023-12-12 23:00:00,2
2023-12-13 05:00:00,2023-12-13 05:00:00,1
2023-12-13 07:00:00,2023-12-13 17:00:00,11
2023-12-13 19:00:00,2023-12-13 19:00:00,1
2023-12-13 22:00:00,2023-12-13 23:00:00,2
2023-12-14 05:00:00,2023-12-14 05:00:00,1
2023-12-14 07:00:00,2023-12-14 17:00:00,11
2023-12-14 19:00:00,2023-12-14 19:00:00,1
2023-12-14 22:00:00,2023-12-14 23:00:00,2
2023-12-15 05:00:00,2023-12-15 05:00:00,1
2023-12-15 07:00:00,2023-12-15 17:00:00,11
2023-12-15 19:00:00,2023-12-15 19:00:00,1
2023-12-15 22:00:00,2023-12-15 23:00:00,2
2023-12-16 05:00:00,2023-12-16 05:00:00,1
2023-12-16 07:00:00,2023-12-16 17:00:00,11
2023-12-16 22:00:00,2023-12-16 23:00:00,2
2023-12-17 05:00:00,2023-12-17 05:00:00,1
2023-12-17 07:00:00,2023-12-17 17:00:00,11
2023-12-17 22:00:00,2023-12-17 23:00:00,2
2023-12-18 05:00:00,2023-12-18 05:00:00,1
2023-12-18 07:00:00,2023-12-18 17:00:00,11
2023-12-18 19:00:00,2023-12-18 20:00:00,2
2023-12-18 22:00:00,2023-12-18 23:00:00,2
2023-12-19 05:00:00,2023-12-19 05:00:00,1
2023-12-19 07:00:00,2023-12-19 17:00:00,11
2023-12-19 19:00:00,2023-12-19 20:00:00,2
2023-12-19 22:00:00,2023-12-19 23:00:00,2
2023-12-20 05:00:00,2023-12-20 05:00:00,1
2023-12-20 07:00:00,2023-12-20 20:00:00,14
2023-12-20 22:00:00,2023-12-20 23:00:00,2
2023-12-21 04:00:00,2023-12-21 05:00:00,2
2023-12-21 07:00:00,2023-12-21 16:00:00,10
2023-12-21 18:00:00,2023-12-21 20:00:00,3
2023-12-21 22:00:00,2023-12-21 23:00:00,2
2023-12-22 04:00:00,2023-12-22 05:00:00,2
2023-12-22 07:00:00,2023-12-22 20:00:00,14
2023-12-22 22:00:00,2023-12-22 23:00:00,2
2023-12-23 04:00:00,2023-12-23 05:00:00,2
2023-12-23 07:00:00,2023-12-23 20:00:00,14
2023-12-23 23:00:00,2023-12-23 23:00:00,1
2023-12-24 04:00:00,2023-12-24 05:00:00,2
2023-12-24 08:00:00,2023-12-24 17:00:00,10
2023-12-24 19:00:00,2023-12-24 20:00:00,2
2023-12-24 23:00:00,2023-12-24 23:00:00,1
2023-12-25 04:00:00,2023-12-25 04:00:00,1
2023-12-25 07:00:00,2023-12-25 20:00:00,14
2023-12-25 23:00:00,2023-12-25 23:00:00,1
2023-12-26 04:00:00,2023-12-26 04:00:00,1
2023-12-26 07:00:00,2023-12-26 07:00:00,1
2023-12-26 09:00:00,2023-12-26 20:00:00,12
2023-12-26 23:00:00,2023-12-26 23:00:00,1
2023-12-27 04:00:00,2023-12-27 04:00:00,1
2023-12-27 08:00:00,2023-12-27 20:00:00,13
2023-12-27 23:00:00,2023-12-27 23:00:00,1
2023-12-28 04:00:00,2023-12-28 04:00:00,1
2023-12-28 07:00:00,2023-12-28 07:00:00,1
2023-12-28 09:00:00,2023-12-28 20:00:00,12
2023-12-28 23:00:00,2023-12-28 23:00:00,1
